,Fare,Survived,family,Pclass_2,Pclass_3,Embarked_2,Embarked_3,title_2,title_3,title_4,title_5,"Age_Bucket_(5, 12]","Age_Bucket_(12, 18]","Age_Bucket_(18, 21]","Age_Bucket_(21, 30]","Age_Bucket_(30, 40]","Age_Bucket_(40, 50]","Age_Bucket_(50, 60]","Age_Bucket_(60, 70]","Age_Bucket_(70, 80]"
66,10.5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
67,8.1583,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
68,7.925,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
69,8.6625,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
70,10.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
71,46.9,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
72,73.5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
73,14.4542,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
74,56.4958,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
75,7.65,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
76,7.8958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
77,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
78,29.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79,12.475,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
80,9.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
81,9.5,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
82,7.7875,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
83,47.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
84,10.5,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
85,15.85,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
86,34.375,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
87,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
88,263.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
89,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
90,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
91,7.8542,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
92,61.175,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
93,20.575,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
94,7.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
95,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
96,34.6542,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
97,63.3583,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
98,23.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
99,26.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
100,7.8958,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
101,7.8958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
102,77.2875,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
103,8.6542,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
104,7.925,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
105,7.8958,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
106,7.65,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
107,7.775,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
108,7.8958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
109,24.15,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
110,52.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
111,14.4542,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
112,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
113,9.825,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
114,14.4583,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
115,7.925,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
116,7.75,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
117,21.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
118,247.5208,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
119,31.275,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
120,73.5,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
121,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
122,30.0708,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
123,13.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
124,77.2875,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
125,11.2417,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
126,7.75,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
127,7.1417,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
128,22.3583,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
129,6.975,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
130,7.8958,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
131,7.05,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
132,14.5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
133,26.0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
134,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
135,15.0458,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
136,26.2833,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
137,53.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
138,9.2167,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
139,79.2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
140,15.2458,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
141,7.75,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
142,15.85,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
143,6.75,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
144,11.5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
145,36.75,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
146,7.7958,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
147,34.375,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
148,26.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
149,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
150,12.525,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
151,66.6,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
152,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
153,14.5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
154,7.3125,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
155,61.3792,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
156,7.7333,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
157,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
158,8.6625,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
159,69.55,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
160,16.1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
161,15.75,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
162,7.775,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
163,8.6625,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
164,39.6875,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
165,20.525,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
166,55.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
167,27.9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
168,25.925,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
169,56.4958,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
170,33.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
171,29.125,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
172,11.1333,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
173,7.925,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
174,30.6958,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
175,7.8542,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
176,25.4667,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
177,28.7125,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
178,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
179,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
180,69.55,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
181,15.05,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
182,31.3875,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
183,39.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
184,22.025,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
185,50.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
186,15.5,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
187,26.55,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
188,15.5,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
189,7.8958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
190,13.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
191,13.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
192,7.8542,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
193,26.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
194,27.7208,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
195,146.5208,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
196,7.75,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
197,8.4042,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
198,7.75,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
199,13.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
200,9.5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
201,69.55,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
202,6.4958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
203,7.225,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
204,8.05,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
205,10.4625,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
206,15.85,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
207,18.7875,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
208,7.75,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
209,31.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
210,7.05,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
211,21.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
212,7.25,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
213,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
214,7.75,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
215,113.275,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
216,7.925,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
217,27.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
218,76.2917,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
219,10.5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
220,8.05,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
221,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
222,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
223,7.8958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
224,90.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
225,9.35,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
226,10.5,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
227,7.25,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
228,13.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
229,25.4667,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
230,83.475,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
231,7.775,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
232,13.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
233,31.3875,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
234,10.5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
235,7.55,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
236,26.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
237,26.25,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
238,10.5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
239,12.275,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
240,14.4542,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
241,15.5,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
242,10.5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
243,7.125,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
244,7.225,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
245,90.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
246,7.775,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
247,14.5,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
248,52.5542,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
249,26.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
250,7.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
251,10.4625,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
252,26.55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
253,16.1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
254,20.2125,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
255,15.2458,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
256,79.2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
257,86.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
258,512.3292,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
259,26.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
260,7.75,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
261,31.3875,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
262,79.65,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
263,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
264,7.75,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
265,10.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
266,39.6875,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
267,7.775,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
268,153.4625,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
269,135.6333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
270,31.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
271,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
272,19.5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
273,29.7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
274,7.75,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
275,77.9583,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
276,7.75,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
277,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
278,29.125,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
279,20.25,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
280,7.75,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
281,7.8542,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
282,9.5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
283,8.05,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
284,26.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
285,8.6625,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
286,9.5,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
287,7.8958,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
288,13.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
289,7.75,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
290,78.85,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
291,91.0792,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
292,12.875,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
293,8.85,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
294,7.8958,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
295,27.7208,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
296,7.2292,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
297,151.55,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
298,30.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
299,247.5208,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
300,7.75,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
301,23.25,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
302,0.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
303,12.35,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
304,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
305,151.55,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
306,110.8833,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
